"","U7 NRO","U6 NRO","U5 NRO","U4 NRO","T7 NRO","T6 NRO","T5 NRO","T4 NRO","T4 Total","T5 Total","T6 Total","T7 Total","U4 Total","U5 Total","U6 Total","U7 Total"
"3817380",6.68501066187586,6.31369094663775,6.5610165729896,6.85692517195159,8.26100441019705,7.99859327365691,8.43066449005887,8.05572056251826,9.01766156439433,9.17173397685101,9.5870276210095,9.35522057229705,7.58967727941716,6.95147590879866,6.94884738400089,6.91141721374969
"3497586",6.58564604061281,6.74407488041336,6.65982813140142,6.61304122045247,7.2003111655808,7.55044068138167,7.57103013913538,7.69346487396971,7.58866813213654,7.3015115052546,7.82112846498344,7.46669165449863,6.98767515517145,6.61629569787654,6.96880709581462,6.88295179712802
"2548459",7.40195127950679,7.03900958674313,7.28132749952465,7.00016651044959,6.60494049758746,6.49901247232645,5.94226871348885,7.20592635994636,9.32391743248631,9.40889156604897,9.66382851673093,9.68091541320119,9.95112682089826,9.69160604588997,10.2854601638795,10.4848795099197
"3426502",5.98845101941179,5.98439371237633,5.84408131558307,6.31754272176146,7.4610363779524,7.85552313840651,7.65249944574631,7.76036501474834,7.24689161048584,7.08704880911672,7.64157781476974,7.42887066376855,6.28839587692929,5.65756235909324,5.93964242123598,5.77110560385534
"3513514",3.59037178341781,3.83844106678005,3.58705436913579,3.90510460414093,4.31607452142166,5.00227040216082,4.99182006770967,5.21209175745457,5.77731594899863,5.26496196769694,6.28076651829072,5.95742712199116,4.43490404395839,3.22916531068491,4.38338344937646,3.72922974074473
"3160773",8.03159973275654,8.04947000262006,7.9783124223993,7.44396044933027,6.55589224621107,6.8339689242726,6.59549602142147,6.7747064104123,7.75163482362016,7.40709682412583,7.96509250784994,7.82825014467518,8.8197282464555,8.85363363110798,9.16795879481474,8.98609333258355
"3565303",6.85904861305912,6.87697956783628,6.95735713797108,6.93379960585817,6.0563161876965,5.92855979197843,6.43097057314081,5.96489560175003,8.77327481908436,8.66853210333102,8.85569383539223,8.86926452322666,9.5110226003174,9.25052982379507,9.56470111205832,9.46881457388438
"3349918",4.41599410568878,3.7591612904091,3.45950055991832,3.60654193385999,2.70960578760987,3.6777892160632,3.79055545395594,3.60728375130145,4.3113670830904,3.8412699371848,4.75572010018741,5.02682790346177,4.65261990982829,2.9647079585534,5.49621146784875,5.24132328713209
"2622359",8.99357762708601,8.89693538014228,9.09154597378193,8.35880493982789,9.18488229005793,9.39878337596634,9.16069349139627,9.42079631944478,8.00966816371279,7.83342429588925,8.39282196558413,8.15902207812127,7.74088439363872,7.12915101762753,8.0538621410772,7.79512804332924
"2712417",8.5161121517406,8.63337083620728,8.49200144304331,8.60136402219953,9.00865944367019,9.0187499169447,9.13493966278677,9.03778981265639,7.89398639098637,8.07354339414365,7.82135177658919,7.87749090546959,7.42456454079056,7.50264129198402,7.22246347193095,7.30726425817202
